,source,author,title,description,url,urlToImage,publishedAt,content
208,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),"Investors should brace for 'unsettling volatility' and the S&P 500 is headed back to June lows as dysfunction is growing across markets, Mohamed El-Erian says","""I think there's value under some very attractive single [stock] names. But you just can't avoid the macro factor right now,"" Mohamed El-Erian said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-mohamed-el-erian-volatility-dysfunction-fed-risk-2022-9,https://i.insider.com/632dd65b329bac00182ef920?width=1200&format=jpeg,2022-09-23T16:39:40Z,"Investors need to brace themselves for ""unsettling volatility,"" and the S&amp;P 500 could head back to June lows, top economist Mohamed El-Erian said, warning of upcoming turbulence to stocks.
""I th… [+1550 chars]"
209,"{'id': 'reuters', 'name': 'Reuters'}",,"Rouble surges, stocks dip as Russia holds Ukraine referendums - Reuters.com","The Russian rouble surged to new multi-week highs on Friday while stocks fell in volatile trade as Moscow mobilises some 300,000 extra troops for the conflict in Ukraine.",https://www.reuters.com/markets/europe/rouble-surges-stocks-dip-russia-holds-ukraine-referendums-2022-09-23/,https://www.reuters.com/resizer/8RBJMINsGj9ztztXOHLQRzjfATA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7JRDAVECHZOB3G7JR7JAG7Y2AM.jpg,2022-09-23T10:51:00Z,"Sept 23 (Reuters) - The Russian rouble surged to new multi-week highs on Friday while stocks fell in volatile trade as Moscow mobilises some 300,000 extra troops for the conflict in Ukraine.
Despite… [+1996 chars]"
210,"{'id': 'reuters', 'name': 'Reuters'}",,Monte dei Paschi shareholders meet to approve cash call - Reuters,"Shareholders in Monte dei Paschi di Siena (MPS) <a href=""https://www.reuters.com/companies/BMPS.MI"" target=""_blank"">(BMPS.MI)</a> were meeting on Thursday to approve selling new shares for up to 2.5 billion euros ($2.5 billion), while doubts linger on whether…",https://www.reuters.com/markets/deals/monte-dei-paschi-shareholders-meet-approve-cash-call-2022-09-15/,https://www.reuters.com/resizer/6i4Liuj-s6GByCDV4TCAQEs5nFc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UT5AP6JY4BPKFC65ALXCND5JBQ.jpg,2022-09-15T09:38:00Z,"SIENA, Italy, Sept 15 (Reuters) - Shareholders in Monte dei Paschi di Siena (MPS) (BMPS.MI) were meeting on Thursday to approve selling new shares for up to 2.5 billion euros ($2.5 billion), while do… [+2325 chars]"
211,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Stephanie Hallett),What to do with your money when the Fed hikes interest rates,In the latest issue of Personal Finance Insider: The Fed just hiked interest rates again to slow down the economy. Financial planners share advice.,https://www.businessinsider.com/personal-finance/pfi-newsletter-money-fed-hikes-interest-rates-2022-9,https://i.insider.com/632caf977fbdcc0018f6c19a?width=1200&format=jpeg,2022-09-22T20:20:19Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+6003 chars]"
212,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),"Bonds are in the midst of the worst crash since 1949, and its set to unravel some of the market's most crowded trades, Bank of America says","""Bond crash in recent weeks means highs in credit spreads, lows in stocks are not yet in,"" Bank of America's Michael Hartnett said.",https://markets.businessinsider.com/news/bonds/worst-bond-crash-since-1949-upset-stock-market-crowded-trades-2022-9,https://i.insider.com/62bdd73fada84d0019b79329?width=1200&format=jpeg,2022-09-24T12:45:00Z,"The unraveling of the bond market will continue to batter stocks over the coming months, according to a Friday note from Bank of America.
Bonds are experiencing their worst decline since 1949 as int… [+2002 chars]"
213,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),US stocks trade mixed as jobless claims edge higher and bond yields tick up,"US stocks were mixed on Thursday, as investors tried to regain momentum after a blistering rally earlier in the week.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-oil-supply-opec-labor-fed-pivot-2022-10,https://i.insider.com/62c862ee114c1e001872c197?width=1200&format=jpeg,2022-10-06T13:53:00Z,"US stocks were mixed on Thursday morning, struggling to recover after Wednesday's session snapped two days of strong gains for the major indexes.
Investors were mulling the latest weekly jobless cla… [+1766 chars]"
214,"{'id': 'reuters', 'name': 'Reuters'}",,Asian shares extend global selloff amid bets on more aggressive Fed - Reuters.com,"Asian shares tumbled, the dollar held firm and the U.S. yield curve was deeply inverted on Wednesday, as a white-hot U.S. inflation report dashed hopes for a peak in inflation and fuelled bets that interest rates may have to be raised higher and for longer.",https://www.reuters.com/markets/europe/global-markets-wrapup-1-pix-2022-09-14/,https://www.reuters.com/resizer/fVtWYnSVwC2_cwzYr9Lf9YjEiCg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6AIESMOGLJLIJGQETKFIWUSZGA.jpg,2022-09-14T01:07:00Z,"SYDNEY, Sept 14 (Reuters) - Asian shares tumbled, the dollar held firm and the U.S. yield curve was deeply inverted on Wednesday, as a white-hot U.S. inflation report dashed hopes for a peak in infla… [+3354 chars]"
215,"{'id': 'reuters', 'name': 'Reuters'}",,Reversing UK confidence crash requires policy U-turn: economists - Reuters,"Rock-bottom investor confidence in Britain will only recover with a U-turn of the economic plan announced last week by finance minister Kwasi Kwarteng, U.S. economist Larry Summers and J.P. Morgan said.",https://www.reuters.com/markets/europe/reversing-uk-confidence-crash-requires-policy-u-turn-economists-2022-09-27/,https://www.reuters.com/resizer/n6_GwOtFYYzNQQZ8Kj5Lq3Ka_OQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XYIJYBM65NKCPKJOV6RARZNUEM.jpg,2022-09-27T06:43:00Z,"LONDON, Sept 27 (Reuters) - Rock-bottom investor confidence in Britain will only recover with a U-turn of the economic plan announced last week by finance minister Kwasi Kwarteng, U.S. economist Larr… [+1657 chars]"
216,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. bond funds post biggest weekly outflow in three months - Reuters,"U.S. bond funds witnessed massive outflows in the week to Sept. 28 as investors girded for further rates hikes from the Federal Reserve to control stubborn inflation. <a href=""/markets/europe/fed-set-big-rate-hike-waters-get-choppy-worlds-central-banks-2022-0…",https://www.reuters.com/markets/europe/us-bond-funds-post-biggest-weekly-outflow-three-months-2022-09-30/,https://www.reuters.com/resizer/JS1XhzDM2jGJseihF7fXUHXXojs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HERTQXODZNMETKTVLQ65JDU7FM.jpg,2022-09-30T12:38:00Z,"Sept 30 (Reuters) - U.S. bond funds witnessed massive outflows in the week to Sept. 28 as investors girded for further rates hikes from the Federal Reserve to control stubborn inflation. read more 
… [+1514 chars]"
217,"{'id': 'reuters', 'name': 'Reuters'}",,Morning Bid: Eye of the storm - Reuters,A look at the day ahead in U.S. and global markets from Mike Dolan.,https://www.reuters.com/markets/europe/global-markets-view-usa-2022-09-27/,https://www.reuters.com/resizer/XN4GnswE_BNDcZ8UUrNxfKrUTrI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TQTF4XZAAVMC5JXFLLLOVQDVRM.jpg,2022-09-27T10:05:00Z,"A look at the day ahead in U.S. and global markets from Mike Dolan.
As Hurricane Ian raged and set its sights on Cuba and Florida, a global financial storm in bond and currency markets calmed modera… [+4353 chars]"
218,"{'id': 'reuters', 'name': 'Reuters'}",,Morning Bid: Gimme Shelter - Reuters,A look at the day ahead in U.S. and global markets from Mike Dolan.,https://www.reuters.com/markets/europe/global-markets-view-usa-2022-09-28/,https://www.reuters.com/resizer/CdnPGwAd1pIaH-DZZnxVKH1cq0k=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XC2DEPIQPFNAJMI5RVSTEF27IY.jpg,2022-09-28T10:16:00Z,"A look at the day ahead in U.S. and global markets from Mike Dolan.
As the final quarter of an unremittingly dire year for world markets hoves into view, stocks and bonds have now cratered to new lo… [+3930 chars]"
219,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),Dow soars 800 points as stocks extend massive rally on fresh hopes for less hawkish central banks,A drop in US job openings and a smaller-than-expected rate hike from the Reserve Bank of Australia helped fuel the best two-day rally since 2020.,https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-soars-800-sp500-fed-pivot-2022-10,https://i.insider.com/62fe56a8f1df7e0018eb1a22?width=1200&format=jpeg,2022-10-04T20:06:19Z,"US stocks closed sharply higher on Tuesday, extending early gains and capping the best two-day upward swing on Wall Street since 2020.
Traders increased bets on a dovish pivot from the Federal Reser… [+857 chars]"
220,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),US stocks continue sell-off as traders brace for more Fed rate hikes later this week,"Last week, global equities saw their worst five-day stretch since June as investors anticipate another jumbo rate hike from the Federal Reserve.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-indexes-slide-as-traders-brace-for-fed-hike-2022-9,https://i.insider.com/63286def4f92910018839bd3?width=1200&format=jpeg,2022-09-19T13:37:48Z,"US stocks dropped Monday ahead of the Federal Reserve's two-day meeting, which begins Tuesday. The dip is a continuation of Friday's sell-off, in which indexes capped off their worst five-day stretch… [+1262 chars]"
221,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),US stocks tumble after another strong jobs report bolsters Fed's hawkish position,"The US economy added 263,000 jobs in September, ahead of consensus expectations for 255,000 in new jobs added, and the unemployment rate fell to 3.5%.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-strong-september-jobs-report-hawkish-fed-2022-10,https://i.insider.com/634024b3b3e94d001978043e?width=1200&format=jpeg,2022-10-07T13:31:53Z,"US stocks erased pre-market gains and tumbled on Friday following a stronger-than-expected September jobs report.
The US economy added 263,000 jobs in September, ahead of consensus expectations for … [+1104 chars]"
222,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),The Bank of England says $1 trillion could have been erased from UK pension funds' investments if it hadn't stepped in following budget turmoil,The BoE's maneuvering after the mini budget was announced may have prevented $1 trillion from being lost in UK pension funds' investments.,https://markets.businessinsider.com/news/bonds/uk-pension-funds-investment-1-trillion-erased-boe-intervention-2022-10,https://i.insider.com/62bc46a32224c30018141e9c?width=1200&format=jpeg,2022-10-06T13:36:45Z,The Bank of England said $1 trillion in UK pension funds' investments could've been lost if it didn't intervene with its emergency bond purchasing program last week in the wake of turmoil stemming fr… [+2235 chars]
223,"{'id': 'business-insider', 'name': 'Business Insider'}",gglover@insider.com (George Glover),The dollar's towering strength drives Korea to double-down in defense of its struggling currency,Countries around the world are battling to defend their currencies against the surging greenback.,https://markets.businessinsider.com/news/currencies/dollar-dominance-reverse-currency-war-federal-reserve-south-korea-won-2022-10,https://i.insider.com/633ff9e4b3e94d00197800b7?width=1200&format=jpeg,2022-10-07T12:34:40Z,"South Korea's government will take steps to boost the supply of US dollars in local currency markets, as the won's dismal performance this year drives uncertainty about the country's economy.
""The g… [+2456 chars]"
224,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),"One of the biggest arguments for buying stocks over the past decade is getting obliterated by soaring cash yields, BofA says","""A 4% cash yield provides a real alternative to stocks, justifying lower multiples versus [the] last decade with TINA,"" Bank of America said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-tina-argument-obliterated-by-soaring-cash-yield-2022-9,https://i.insider.com/609a8208ba78eb001906e938?width=1200&format=jpeg,2022-09-16T16:05:43Z,"Over the last decade a big argument for buying stocks was the fact that interest rates were at rock bottom, leaving few alternatives for investors.
But now, the ""there is no alternative"", or TINA, a… [+1926 chars]"
225,"{'id': 'reuters', 'name': 'Reuters'}",,Top manager Vanguard bullish on U.S. Treasuries as Fed's hikes near peak - Reuters,"Vanguard, the world’s second-largest asset manager, believes U.S. Treasuries are near the end of a painful decline even as prices tumble to fresh multi-year lows, a senior portfolio manager at the firm told Reuters.",https://www.reuters.com/markets/us/top-manager-vanguard-bullish-us-treasuries-feds-hikes-near-peak-2022-09-19/,https://www.reuters.com/resizer/dXMeb3y_r8U_PTXX6AsHx_EHit4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Y55QYDGAYBP2VCUYAGJJRCQFCU.jpg,2022-09-19T16:37:00Z,"NEW YORK, Sept 19 (Reuters) - Vanguard, the worlds second-largest asset manager, believes U.S. Treasuries are near the end of a painful decline even as prices tumble to fresh multi-year lows, a senio… [+3291 chars]"
226,"{'id': 'reuters', 'name': 'Reuters'}",,EXCLUSIVE Flurry of new rules leave Turkish banks struggling to lend -sources - Reuters,"Some Turkish banks are curtailing corporate lending after the government's latest raft of regulations raised their costs and forced many to cut their balance sheet risks, five banking and private sector sources told Reuters.",https://www.reuters.com/business/finance/exclusive-flurry-new-rules-leave-turkish-banks-struggling-lend-sources-2022-09-12/,https://www.reuters.com/resizer/Ly_o0Oz9fBuaiNmeo00o9M-mnW4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LPGROK6GDNPKJAK4N63VM5R4MA.jpg,2022-09-12T08:53:00Z,"ISTANBUL, Sept 12 (Reuters) - Some Turkish banks are curtailing corporate lending after the government's latest raft of regulations raised their costs and forced many to cut their balance sheet risks… [+4749 chars]"
227,"{'id': 'reuters', 'name': 'Reuters'}",,"Analysis: After feverish week, global investors lick wounds and brace for more chaos - Reuters","Global investors are preparing for more market mayhem after a monumental week that whipsawed asset prices around the world, as central banks and governments ramped up their fight against inflation.",https://www.reuters.com/markets/europe/global-markets-volatility-analysis-graphics-pix-2022-09-25/,https://www.reuters.com/resizer/JTCXM2ik6cmKCJePGP9WugnTQXs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/V4J75QCPOFMEZJNQL3UDBJMUOY.jpg,2022-09-25T05:33:00Z,"NEW YORK/LONDON, Sept 25 (Reuters) - Global investors are preparing for more market mayhem after a monumental week that whipsawed asset prices around the world, as central banks and governments rampe… [+4826 chars]"
228,"{'id': 'reuters', 'name': 'Reuters'}",,Analysis: Under water: how the Bank of England threw markets a lifeline - Reuters,Calls to the Bank of England saying some British pension funds were struggling to meet margin calls began on Monday. By Wednesday they were getting more urgent and coordinated.,https://www.reuters.com/world/uk/under-water-how-bank-england-threw-markets-lifeline-2022-10-02/,https://www.reuters.com/resizer/GmmMSvmer2Wkdj-lbq5P4BqwxCU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RSA7KUFNTZPMFNKG332WG3XXK4.jpg,2022-10-02T05:07:00Z,"LONDON/NEW YORK, Oct 2 (Reuters) - Calls to the Bank of England saying some British pension funds were struggling to meet margin calls began on Monday. By Wednesday they were getting more urgent and … [+6754 chars]"
229,"{'id': 'reuters', 'name': 'Reuters'}",,Morning Bid: Great expectations - Reuters.com,A look at the day ahead in U.S. and global markets from Mike Dolan.,https://www.reuters.com/markets/europe/global-markets-view-usa-2022-09-13/,https://www.reuters.com/resizer/DvbVNdEboPwBuudV3XJNHFcZAxY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RED6GQGSFBPDLFODJ75TXZIVX4.jpg,2022-09-13T10:05:00Z,"A look at the day ahead in U.S. and global markets from Mike Dolan.
If reining in inflation expectations is the U.S. Federal Reserve's main task, it can count the latest surveys as a tactical victor… [+3672 chars]"
230,"{'id': 'reuters', 'name': 'Reuters'}",,EXCLUSIVE Italy moves to keep asset manager Anima in domestic hands -sources - Reuters,"Italy favours keeping Anima Holding <a href=""https://www.reuters.com/companies/ANIM.MI"" target=""_blank"">(ANIM.MI)</a> in domestic hands and could raise the stake in the country's biggest independent asset manager it holds through the national post office Post…",https://www.reuters.com/business/finance/exclusive-italy-moves-keep-asset-manager-anima-domestic-hands-sources-2022-10-04/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=114,2022-10-04T19:14:00Z,"ROME/MILAN, Oct 4 (Reuters) - Italy favours keeping Anima Holding (ANIM.MI) in domestic hands and could raise the stake in the country's biggest independent asset manager it holds through the nationa… [+2874 chars]"
231,"{'id': 'reuters', 'name': 'Reuters'}",,"Asian stocks sink, yields rise as markets brace for aggressive Fed - Reuters","Stocks in Asia sank and bond yields were elevated on Wednesday, as investors braced for another aggressive interest rate hike from the U.S. Federal Reserve later in the day.",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-09-21/,https://www.reuters.com/resizer/gt1lEN7qUQkqt4qqAwJx7wDeRMY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5IOV6ZKFGVKAFBD6WJFI7WBPSU.jpg,2022-09-21T02:51:00Z,"TOKYO, Sept 21 (Reuters) - Stocks in Asia sank and bond yields were elevated on Wednesday, as investors braced for another aggressive interest rate hike from the U.S. Federal Reserve later in the day… [+3370 chars]"
232,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carla Mozée),"The dollar is sliding against the yen after Japan's market intervention, but the yen's advance won't last long, analysts say","Japan intervened in the currency market for the first time since the Asian Financial Crisis, as the yen has slumped 25% against the dollar in 2022.",https://markets.businessinsider.com/news/currencies/dollar-vs-yen-japan-intervention-inflation-rates-economy-2022-9,https://i.insider.com/632c8351f576c60018fc3ee9?width=1200&format=jpeg,2022-09-22T17:59:21Z,"The US dollar sank to a two-week low against the Japanese yen Thursday after Japan dumped dollars to defend its battered currency, but the yen's gain is unlikely to last long with the Federal Reserve… [+3055 chars]"
233,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),US stocks rise and bond yields drop after the UK government walks back part of its tax cut plan,UK finance minister Kwasi Kwarteng confirmed reports that the newly installed government would abandon its planned tax cuts for the rich.,https://markets.businessinsider.com/news/stocks/stock-market-news-bond-yields-drop-uk-reverses-tax-plan-2022-10,https://i.insider.com/626ff9cb86fa90001905fcd2?width=1200&format=jpeg,2022-10-03T13:41:44Z,"US stocks surged on Monday after the UK government walked back part of its controversial tax cut plan that sparked a steep decline in the British pound last month.
UK finance minister Kwasi Kwarteng… [+1304 chars]"
234,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),US stocks mixed with S&P 500 hitting a new low in 2022 as Fed officials defend hawkish policy,"Minneapolis Fed President Neel Kashkari said at a Wall Street Journal event that the central bank's current rate hikes are ""appropriate.""",https://markets.businessinsider.com/news/stocks/stock-market-news-today-sp500-2022-low-fed-defends-hawkish-2022-9,https://i.insider.com/5f36baabe89ebf001f044a3d?width=1200&format=jpeg,2022-09-27T20:16:56Z,"US stocks closed mixed on Tuesday, with the S&amp;P 500 hitting a new 2022 low intraday as the broad index and the Dow Jones Industrial Average fell for a sixth day in a row.
During the trading sess… [+1347 chars]"
235,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),Nasdaq plunges nearly 4% as US stocks sell off after strong jobs report solidifies outlook for another big rate hike,"""Today's job report indicates the job market keeps chugging along - and the Fed has more work to do,"" CIBC's David Donabedian told Insider.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-september-jobs-report-solidifies-rate-hike-2022-10,https://i.insider.com/6308d7f6d266820019ff2840?width=1200&format=jpeg,2022-10-07T20:05:20Z,"US stocks plunged on Friday after a stronger-than-expected September jobs report all but solidified another outsized interest rate hike by the Federal Reserve in November.
The US economy added 263,0… [+1470 chars]"
236,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),Dow sinks more than 500 points in whiplash trading session after Fed raises interest rates by 75 basis points,"""There is a strong clustering within the dot-plots, showing all FOMC members are on board with this more hawkish narrative,"" ING Economics said.",https://markets.businessinsider.com/news/stocks/stock-market-news-dow-500-fed-hikes-75-basis-points-2022-9,https://i.insider.com/632b6324dd40a400194ff974?width=1200&format=jpeg,2022-09-21T20:05:18Z,US stocks closed sharply lower in a whiplashed trading session on Wednesday after Federal Reserve Chairman Jerome Powell hiked interest rates by 75 basis points and signaled that more increases were … [+1435 chars]
237,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),Here's why the bond market is seeing volatility on par with the 2008 financial crisis.,The Federal Reserve is reducing its $9 trillion balance sheet and the bond market is churning — that could spell trouble for stocks.,https://www.businessinsider.com/why-bond-market-volatility-2008-financial-crisis-newsletter-investing-stocks-2022-9,https://i.insider.com/62fd487df1df7e0018eafb6b?width=1200&format=jpeg,2022-09-15T10:15:00Z,"Good morning, team. I'm Phil Rosen. 
The long-awaited Ethereum merge event, which experts say will ramp up energy efficiency on that blockchain by 99%, has been finalized, co-founder Vitalik Buterin… [+5813 chars]"
238,"{'id': 'reuters', 'name': 'Reuters'}",,Column: Central banks still U.S. bond buyers - but FX campaigns may jar: McGeever - Reuters,An apparent rundown of global foreign exchange reserves this year is just a mirage related to U.S. dollar strength - but the real thing may yet materialize and pack another punch for the ailing U.S. bond market.,https://www.reuters.com/markets/asia/central-banks-still-us-bond-buyers-fx-campaigns-may-jar-mcgeever-2022-10-11/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=116,2022-10-11T19:25:00Z,"ORLANDO, Fla., Oct 11 (Reuters) - An apparent rundown of global foreign exchange reserves this year is just a mirage related to U.S. dollar strength - but the real thing may yet materialize and pack … [+5161 chars]"
239,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. bond funds see biggest weekly outflow in four weeks - Reuters.com,U.S. bond funds witnessed huge outflows in the week to Sept. 21 as caution over the pace and length of U.S. interest rate increases crept in ahead of the Federal Reserve's policy decision.,https://www.reuters.com/markets/europe/us-bond-funds-see-biggest-weekly-outflow-four-weeks-2022-09-23/,https://www.reuters.com/resizer/QX5NCRWmB2UenBFT4tJ7KQJvGNA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MR4N6GLWSNIFLNN3WKXJGDTCS4.jpg,2022-09-23T12:31:00Z,Sept 23 (Reuters) - U.S. bond funds witnessed huge outflows in the week to Sept. 21 as caution over the pace and length of U.S. interest rate increases crept in ahead of the Federal Reserve's policy … [+2302 chars]
240,"{'id': 'reuters', 'name': 'Reuters'}",,"Russian rouble, stocks off lows after mobilisation triggers slump - Reuters",The rouble recovered from two months lows and Russian stocks pared losses on Wednesday after earlier plunges triggered by President Vladimir Putin's move to order Russia's first military mobilisation since World War Two.,https://www.reuters.com/markets/europe/russian-rouble-stocks-off-lows-after-mobilisation-triggers-slump-2022-09-21/,https://www.reuters.com/resizer/8RBJMINsGj9ztztXOHLQRzjfATA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7JRDAVECHZOB3G7JR7JAG7Y2AM.jpg,2022-09-21T14:19:00Z,"MOSCOW, Sept 21 (Reuters) - The rouble recovered from two months lows and Russian stocks pared losses on Wednesday after earlier plunges triggered by President Vladimir Putin's move to order Russia's… [+2025 chars]"
241,"{'id': 'reuters', 'name': 'Reuters'}",,Mixed inflation signals - Reuters,A look at the day ahead in Asian markets from Jamie McGeever,https://www.reuters.com/markets/europe/global-markets-view-asia-graphics-2022-10-05/,https://www.reuters.com/resizer/KXWHPhfmySeHiP5WGjgqx3nvD3I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/X2YGV5MKGZJIDO5RODKERNHFMI.jpg,2022-10-05T20:02:00Z,"Oct 6 (Reuters) - A look at the day ahead in Asian markets from Jamie McGeever
As the U.S. inflation debate intensifies, the signals are getting murkier.
For investors, this makes markets more skit… [+2260 chars]"
242,"{'id': 'reuters', 'name': 'Reuters'}",,Brazil real set for bumpy ride ahead of presidential vote runoff - Reuters,"Brazil's real is set for a bumpy ride ahead of the country's election runoff later this month, as political tensions simmer following a surprisingly good performance by President Jair Bolsonaro in the first round, a Reuters poll showed.",https://www.reuters.com/markets/commodities/brazil-real-set-bumpy-ride-ahead-presidential-vote-runoff-2022-10-06/,https://www.reuters.com/resizer/fxkCh6-s2-X_SPbFmGUbPGmw3pI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZH3O76BIDNKKFERAYJTQNIEYGY.jpg,2022-10-06T13:14:00Z,"BUENOS AIRES, Oct 6 (Reuters) - Brazil's real is set for a bumpy ride ahead of the country's election runoff later this month, as political tensions simmer following a surprisingly good performance b… [+2482 chars]"
243,"{'id': 'reuters', 'name': 'Reuters'}",,Ukraine's western government creditors agree debt service freeze - Reuters,"Ukraine's western government creditors concluded on Wednesday a memorandum of understanding on a planned debt service suspension, the group said.",https://www.reuters.com/markets/europe/ukraines-western-government-creditors-agree-debt-service-freeze-2022-09-14/,https://www.reuters.com/resizer/9Qc5RvqxugY8MjnmGWyc7tW5Zc8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2VQMDXYRV5IFZAO2FVLQFXBN34.jpg,2022-09-14T14:42:00Z,"A Ukrainian national flag installed on the monument to Ukrainian poet Taras Shevchenko is seen, as Russia's attack on Ukraine continues, in the town of Balakliia, recently liberated by Ukrainian Arme… [+2111 chars]"
244,"{'id': 'reuters', 'name': 'Reuters'}",,"Rates, rates, rates - Reuters",A look at the day ahead in Asian markets from Jamie McGeever,https://www.reuters.com/markets/europe/global-markets-view-asia-graphic-2022-09-18/,https://www.reuters.com/resizer/SZt8e4bHx_QOx0i4uytiIkgeNAQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RPYCEXVIBRLHJMWX6U6PC6CC6E.jpg,2022-09-18T20:01:00Z,"Sept 19 (Reuters) - A look at the day ahead in Asian markets from Jamie McGeever
Interest rate decisions from the Fed, People's Bank of China, and Bank of Japan - the week ahead doesn't get much big… [+2324 chars]"
245,"{'id': 'reuters', 'name': 'Reuters'}","Jorgelina   do Rosario, Uditha Jayasinghe",Sri Lanka aims to have $2.9 billion IMF loan finalised in December - sources - Reuters.com,"Sri Lanka expects the International Monetary Fund board to approve a $2.9 billion loan by year-end, officials from the country's central bank told investors during a virtual presentation on Friday, sources participating in the event said.",https://www.reuters.com/article/sri-lanka-crisis-debt-talks-idUSKBN2QO11T,https://static.reuters.com/resources/r/?m=02&d=20220923&t=2&i=1609640647&r=LYNXMPEI8M0JR&w=800,2022-09-23T14:19:00Z,"LONDON (Reuters) - Sri Lanka expects the International Monetary Fund board to approve a $2.9 billion loan by year-end, officials from the countrys central bank told investors during a virtual present… [+2424 chars]"
246,"{'id': 'reuters', 'name': 'Reuters'}",,Morning Bid: Contagion stations - Reuters,A look at the day ahead in Asian markets from Jamie McGeever,https://www.reuters.com/markets/europe/global-markets-view-asia-graphic-2022-09-27/,https://www.reuters.com/resizer/skHJHEEhLPee7RqC00AKFIMzOt4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SX4237DD5VPPTEK43PRNMZOYHU.jpg,2022-09-27T20:09:00Z,"Sept 27 (Reuters) - A look at the day ahead in Asian markets from Jamie McGeever
The savage selling that has decimated world markets recently abated somewhat on Tuesday, but the relentless rise in U… [+2252 chars]"
